更新时间,#genre#
08-30 20:00_男篮欧洲杯D组小组赛_冰岛vs比利时 石楷文,https://migu.188766.xyz/play?migutoken=a8f5d3b8bca5833609c841b7540005ef&id=EtiTBWo%2F0ANCsiUkh6NUj5mQ5pCuA%2FqzCuLYzMJnxXiMbloiYnoXEzHl0OcpXoGItbeqWf20I2Sx41aISUPfJjG099STeoGnGrKs4P9uupxmgvPja58zRqVgk2NJ9sX8hI%2Bc9wv7vxe%2BwrS8%2BM%2B5Oq7GkB2H4RTmAhSeQywl01VNeDai8%2Fm9rk50mkzqeLbaFNFHQZ1TPcyJdoEZNOHJOu2Zx33KitLw57cXCIQbG5JBBhvtONFpkdGKM7icXTtbtUxMXqBjKegSEobh4AYa9H2vIZpp2a1KTaaiLIrC%2BBmsqAiGcIhzxVMK2mHuQgoe&name=QL1PUcpReJD3rzQz6XBQHI1SQnjW6sIFIUVX2Y5CNLd3TjEg9JUjjCQ62B6A%2BaW8WyAgDdcYPwLlzhNECemEZKg4MiPqC0asugMSshGM8DuB0mvE0wypDso%2Fl2Pd3CzN
08-30 20:00_男篮欧洲杯C组小组赛_意大利vs格鲁吉亚 金浩霆,https://migu.188766.xyz/play?migutoken=04a17a687825ac5ae2084c02a2f9fc6b&id=zbGY3roWAd5ZBZSumHMT%2FwGcixiXVBOogwBqeXJlPYUhZqlbtCGFRKXpiqGUk%2F1WUECbfM%2BgTgJlR5i2RXYV66dZ1FTY8czDOwKeCfYQyvD%2FjCr%2B5UO8Ogn1kXTQ2WXBxSWuXr2D8L8sjrKvtFsqEN5aQlV%2FiIDz3EAinTBYtraTlLqx%2BRLq6rKBWruwSOwudfzgfK%2Bu03BUYZRhUC7voV4piBc7uru04NDg5dCUbPoJ9UQ2aJxZlWNfR8gahQiMp75zgpHGbaQVKGj8qrpUns1E971dOYzGpFWRwO1uRSxrRooCjvz4pqQ9YbB8n5nn&name=n%2BztEgL4Cv8Fz1kMBAPEebTVR1nfwe1OueEizTOE5VZX5fG9WxZTQml30skl7uFTMjQtinePLsAKnW%2BgiMaSFiqkLNLlk%2BUVgZozZPqQv0IW3BvCJZfV9vVgI%2Fi6x7uD
08-30 20:00_男篮欧洲杯C组小组赛_意大利vs格鲁吉亚 英文原声,https://migu.188766.xyz/play?migutoken=a43148b55156a3991b1e9ee7dbea04ef&id=cj30L7bCxfWVWquuWcVthomscufFbgeBlo2p0MK6ikKl8m8pOhe%2BaxkFtHWpaaHeoQG0B8gNxlSY7qfMIvjMdqWN0B9HCeL7OZxwF0Xr661UnO9EFSCxQsaXGqGsMRqKgd9a0fTEXdM39EGFU1P8GIOCCQ9Cen0F6KfTfJvZRTnNOidqz76IaWRRz6jA%2F%2FFEHXg0x489P%2FqT0c%2F%2BPLiWncBN6u7cz55DOMacwJhyoqpTVZjTRM6nxIrnmqLk8ZCgJXMD1DRCeetNuoar6V0vajCmt4C%2F%2FPzdZRYqD30bXYWnbELB5N8Hxt6L%2BsgUHh91&name=KnCaejxn%2Fd5Hv5eo%2F74wH87oRzxwyMyUOgGMNO2fNVc5WE5Um9YdmIIs%2FCg9OMVBGjeT2lx1pffK5WAkpyUaMHlT1rkXXQoszMxbZ1H4xrQlaJFitsQPJT5R2CBB1iI1PLSo9EyZVJHNmOThvrbhIg%3D%3D
08-30 20:00_欧洲杯经典赛事_男篮欧锦赛精彩回顾：葡萄牙vs塞尔维亚,https://migu.188766.xyz/play?migutoken=a6a80f81d69290acc9ecce2dbb60e9d8&id=EC5yK2Qklg3IR82xiFuyVxN40ivELGjdY2fTscKOVGix8qrFs5aujd8k4UD%2BamOK3J%2FquBx7cVSMsOLyFFD1Z81mXShzbqYCASPPM%2FErzbMhdEbJscPmLKc92S%2FQn%2B141cjgznwYHF0MMvop%2Bj2UObt5JCY4YijkZ6mEtg4UgQWUHd8bbvtrXLSoZYZzOftvZOXocby5cSb8o5%2FtYfAmt8hsLMP9%2FRNgxcV4AidZtz5vcgnwYAPzrWrV1hfFYox7UusB3iqusJ4C87QHy7Jt0aCm3KJLBAf4HlMnnZIeBK1uD3rZojndNDnlrQKuj1Oq&name=JX1TBD7gBeb4EHsFzzP4QxiDyziIrIQXiOxGyszrx%2Bn4tFBYBA6Qwr6dUKcQ4MOQgC8KdV7KK7IbdWjiImDgq4S7%2BeihU%2FSBL7xnKBQCPUq9zwhNGb%2FI9Lwo0gOL7S%2BlwRrVXorshkMUOOjPgjtLhg%3D%3D
08-30 20:00_中超联赛_云南玉昆 vs 长春亚泰_赛场原声,https://migu.188766.xyz/play?migutoken=10272c3031f5350e2e5e6dd924b62a3d&id=pkP%2F4mPdHREM%2FnPKkEwK1SE%2BpDArFcKnNeCFwj0FjZxM1nSyOOwJxEE3dCeXCultEgamkFCjrGAON9JMtUnMWdL%2Fe0dUAS1EdMnBsOZsikQ9IrC4TWBeUMDzFyAhi8z3nRr9jLWtDpFbO%2By6869ZSN%2F3UJe%2BA%2F3aR07nI1nzwKV%2FVH7H3%2FH4pyuw6CanfcxQ73Dryz%2BYcFU%2BHS04dsrZl6%2FsqeOCCDhAozFNHQd27B0%3D&name=jkJ24OTW8ELzn7h8YREPniiNWRIZpxSfN6GfOyBCa6aignRZ8TLFoIQGey%2FjJoI7UYwOMWS8jLByCLnfgA0dfcrSz1%2B0pZso1bXn1pbiXhAdUo5T2Ia0SOvJEnCxNtA%2F
08-30 20:00_中超联赛_云南玉昆 vs 长春亚泰_孙雨轩 王伟,https://migu.188766.xyz/play?migutoken=fdbdf6e0098dc4ab0e4d9d945448f4d6&id=K6nk8dpEinJHKqVifPTCwXYqEn9D5NnMuyF0YCUjn674BDutzu4iWcPZrsrDX6%2FXMbZCusHH9EfLSLjqX3gdUSbriyfPcV0WI%2Fw3yq2kh6IdZxNZ8cFadvB4Hv1ib92LmhUxalufx1Z6nGPEvCaTB0Z3skxufDcJMAhiiu4wX5AHgw9WzWce1CFydDCfEEBn8q469kPCnE30tjwfI59HF0lwayxX04Fb5eO6cdXSFAU%3D&name=pu4gU0yaORmZ%2Bq7%2Bn2nt1lL5J%2BuEbE%2BKtTd2m4sVQvGgh2IRo9RF5E8IbLojTr3I2i4INxeYUXj8dzRKHtdSj7GoC2GuMEd5pYzCTGjbeDauzwRp0Kc%2Frs14E4Ag7sKJ
08-30 19:45_男篮欧洲杯A组小组赛_捷克vs爱沙尼亚 英文原声,https://migu.188766.xyz/play?migutoken=a8bb13045909cb85646d5f9a06545812&id=NzawVytgcJo%2F0o81P2hitlnaPY3lKh1EL%2BHoxFbjGyxTVJoGr%2BWDvWYlYQ%2BYnKqedPIm0WiD%2BWSlSdXlWBCCPmHjAJhu5jaO0OmTTETa2au3bM0oWgynlVmWRrJCqnxwzm3AwuOZxtJs0zllgUdR7IPIGLvVP9mvaRb48KFHz%2Fy71RUq4WsOvqVuqdAAXtGLDeC5oR4FTmeMMeyNHxqIbl0hBmUazPxteAfwSl2uZ7Ve%2BHqTyuY2oj06xWKKaeMEU36SvEDEFy%2BEDezcL9pUWA8BVn4c2CNRUq3cMxnn1vkstoQEcbLhltpb7%2Fe4lW5i&name=3%2F4b6bvm6pacItzivZ9QIcubSFyIGmvLWtjWAnWLOa%2Bi4W4zkwhAGohXGWcrxojCNaPtqZ5QSuRoLz82dyuQBBU6bDziiDD3w2P8Qm6mTPNhfLOJs9wliUyt%2FMvE82Kg
08-30 19:45_男篮欧洲杯A组小组赛_捷克vs爱沙尼亚 彭磊,https://migu.188766.xyz/play?migutoken=efe9bcdf1aaeff58d86d171f2afcc08c&id=Aok3azJAF8xuDfXqnDTp0fBBkrBrcOlZeaLfvxb7nnnXNKoCnSuRFTRJAlL4JMRUI3D36jIPLhbTaxX5aSQyVIx7rSY%2FOqOXSDoQE8rUuqp98z7Pzzr7k%2FKEJo8v1nC32MRAioFTsMTY2AXN9ou56r7HNDck32tihth%2FmlN7cJDGZ8DY2YSRK0y%2FdJrTRE%2FKTkY%2BEdd%2Fsl%2FwflIUkC4E0sbW15sjO%2B14Aa43fHL9RvKihjHkKqiZWooMTe7QoTRUIdIB%2FqjcTTVevFbsHymm6rSqmnJyxffYy2UGYgrfmkWy%2Fc2EdUeygE4IEMM7F1iE&name=o%2FYY3VaF%2BUQgsswoCID4Q1cso3zI1O2IVLOBc51yDB5TfVUbyhLZtLgnd7rpzb8f%2BxTzZO9d65AgUd91tG5DYMhOalxqXAiY%2FnxDA9ARD7rAegLLeocZKEcmMD6uBJa%2F
08-30 19:45_中超联赛_云南玉昆 vs 长春亚泰_赛场原声,http://h.20191209.xyz:5888/migu/957662120.m3u8?migutoken=0d0f66e924c2a2d2656a93129e3207b37a46fc58f20b5c4cebd8927e827757bcb5813933d5fb989d5d796732f2006be57135f318d085a4be6f6db47848563e64f789c1f1ac007d425bca5ccd
08-30 19:45_中超联赛_云南玉昆 vs 长春亚泰_孙雨轩 王伟,http://h.20191209.xyz:5888/migu/957662098.m3u8?migutoken=35be6b46a744b00d72efbc85c4a2f078e52f5b5db55d55034865cbd26ca0767a76406a51a5d7187ece9205e154299e1edb652fec527362415b148de0ce791d148a6e5a35111b74ad940db77e
08-30 19:35_江苏城市足球联赛_泰州队vs常州队_解说,https://migu.188766.xyz/play?migutoken=57971b5ef5c5b8e09c57b4e7a1493c09&id=MsgxP7K9x5cpYOLQWLuN70a4jHiIvO3hBTtQKG8yDegNeqnS2dsLcRAcMHpJulYh3Y4K5Q2tlxdX%2BZHpz6cu1iXAvdbe%2BjhdQ2G0jg18x5VOiNFUFtcDJrTv9Jc46ueQCOGALvJ5ypabHIxzvsn%2FwSoLEhP%2BFjrXY5dVmLIE7%2Fu2cWQg4cMRK2WEVofFfKhE2Mfd8NnaW1pBtVPcawFsRXrAPQKRNk87OmQ8au3Buyg%3D&name=JU1zbNRI5wxzpUnElKS%2BvAMjlgEQNJLDWtO8k6G2a0d8eQeWdZD0BXAj%2BgFdzChySJsf8hqDyoIwuBNZusFQVF43xhuSafKtm5kI8eKrRIaWfnmGZ4BYEibRZsN0JE8J
08-30 19:35_中超联赛_成都蓉城 vs 上海海港_赛场原声,https://migu.188766.xyz/play?migutoken=af6f5ebe3370d735697eb2a92696618f&id=yw0R64YlpIrQBmJQpjAebkGzpggI26gOP79o6AniPrZ%2BOmpvzToD30bEzDPyMIEw1yKVYMItMPN1me2aIM2V7qfukSKBeW%2BzrpemQg4rMsOr4gbxQ9ywZHmcIgwSj%2BnSsdYc3SpV5ZdK7n0VjiMrTC3SDxkMev4VIlaan5NPuJ67T%2F3bltqw3vIhgHCIOPTaxgSyOpzsfjek1EYjXDXZnBWZ1cks4EAy7BTx9w6KifY%3D&name=%2BzeIVYx3bJTpEE9ybXD1DDXSTlCkGMwn9oebgN8ezLVWPAb8N3GGzweAB5aet7K4QEXdDv6NU2O6pJ8QI0mi0HLL6CXkmJcAaPrc6BktbHg5ERy%2B0HlvRjltQN48FYm4
08-30 19:35_中超联赛_成都蓉城 vs 上海海港_苏东 黄健翔,https://migu.188766.xyz/play?migutoken=77d50407cfed15ba26e1cc13daac42c1&id=1hu7ZBBzjWtQYzZRaonnOpfWxcoM%2FUxt%2B7WgWe40peWj5feDdQsJn47tYG%2BCfPsF4YSgJ6tYtE9ViQwYqQpS3FsEyzB0%2BpXDuTUKdiKgDVUqUd1w4VQECFGI5Ua4HXVt67sWTvy3wZSvYuJWVxSs6SBD4JE587yPCPGa%2FqN%2FKu3uX2MMzXRYxYuoLc4%2F8uGVVR0locdVz7NOt2aoXTBy%2FQxNft4hgHe4veMl31yHWLQ%3D&name=BBZi6SZCABGld97%2Bqyia72LVL6bGG%2BykmdIURfb%2F3HLW%2Fsu12paXGOvcE1dHRmDqBMmyYfnSEiY3OhMUT53pFXOQ0pLc82ASbbDulqfen5NaNZzyWKCM5aWdatXSX%2BL7
08-30 19:35_中超联赛_成都蓉城 vs 上海海港_刘腾 李壮飞 林梦鸽,https://migu.188766.xyz/play?migutoken=4db918b700817a36baf676a6c95576c7&id=PWHsjiUtuNJYY17Cw%2FwHr5wygMOVEBs4Zbri4ei41X8kDMOGTCc4NwytFeZg5aeRSHb75uYNEPSZpfwOx3ikZIwSvjGjaI%2Bed5LrtwVJOOsA9s9OxSW36JsRXgR9G%2BPxxDyVgwk1byueir%2F8yacC5UQX6Ks0n2sGjrZweXr7CFPIM86pGKrW%2F8Ey3RfXBNcU5iQh3n%2BS7j06CyV1IkObAwIPutm7DAb53CfB1%2FTOUCg%3D&name=cXaCuiMINzIz1BmTaVIP3fBIZSVRHqsbasyHAOY%2FbZpCKt9bCDYUPJD5Yq6vHXYTDtLLVkQuJIVmhXqew9L%2FwYp8n6Ro5uQzwSc6EU5LDSREVYcL1K7A%2FvbDdcKkZGqXOAULcEhus%2FOzKRu023zOmw%3D%3D
08-30 19:30江苏联_泰州队vs常州队_官方解说,https://migu.188766.xyz/play?migutoken=371aa3ed1dac05547f0fcc4508b9cc76&id=mKk5q1ETtQ8fy4%2BeaZbCxLN8TUHqfsPgC%2BY8XdgVQIOzn7w%2B3PGEhj1sJEoZwf2z2NoQDL2a9bXNv%2FIzFwgLPufe7lWcVjz6wV48X9yFfNnsm%2Bc50KWf6y%2BbrNJ2A0OajMiyhKpiE7JR9bQChjqfTLJpJ1j7iNXkG1aNY4WaMfDHzNlJfyY2pQK4cjHhd5bBwXr8AvMJiyzqZTZe2EIPaETaFziShCNr1lf2oNKYELKG%2FSZhlp8kZFalg5aVMlWVPbAqbRMYYN8mufuF5cvhMV0Cq8%2BnB1jmJZKIJgc294OOzXqQg5nshH3WpvNMmcX6il6D1mbcN6CMcklQ3ldMGHWFwl2UO7npzqmnNRjMK6IwwpNAps4y0p4O0NDRTQCJ&name=BaDMqvkhfGdpWMzof8Y6aMJKk8E80KMMqxtrDtH5Lf9co6SY3l4XLw%2FWRgLkENTekGHwUg0DEL%2Fbx6c0XiBlD3PlhIb8SEHAZuYRkMiSLD8%3D
08-30 19:30江苏联_宿迁队vs淮安队_官方解说,https://migu.188766.xyz/play?migutoken=7ddf8bae7fa32d8d25610f64bdbf94d7&id=4WOxxQXOgpTBGt%2BnZGUhsBxFRdwLuC%2BvpWIv2Pdrx%2FkIKM1X0tIJlTriNZmiEsBbWc7cwi7b4RFhrPWXfkERBTsEYrCWwKu7YX6GqFcTxosdAq1OsQQv7DLcW%2Ba%2B0KP0CftyEZjQuywrQUFZOpSEUwWsxHmsdLtjM3gr8F9TjgkfoR6W8Q%2F5AunjbWjJJbblXaK0xzyi4XV2yC3SvZIhPL78VRTz1GjiW0ROevUY%2Bsg9i961gjQ7S9aZZzm9ds90SN1jXsYb2UXnXi9WQ090F%2BmmUrWfPC6YnK5gULHgy7k6NVC4EpoCiIh%2FwLOccJsGGmDntbgUqfIo8%2FQ1YGE2eF44oa1FFqu7uhnYa5j8uXPmHfDbL1YAyoYzVt1kDry4&name=vLCQJ2OKJlmwwKDwymwrnpx%2Biyp2marRu5LH5LapFTTpzGkCEcr99E0FPfnpW0K%2BvON338oB51RKeIHEOdrOKSR7nqfE6%2BunjUxFr%2BoOjDc%3D
08-30 19:30_英超联赛_切尔西 vs 富勒姆_赛场原声,https://migu.188766.xyz/play?migutoken=6b8849e942e6ca83263b1f92b14508e9&id=sIvf3Xpx2gLZ1RDgLcCg%2BhFXe4Hts6myABGIobNEo9mMadDGQ%2Fqm9m%2FF%2BnD4CDW8mnSchCiyvzqaKzVbV8Xv4gBKfRovF1IM4BLshpAK6MJnPW%2FQ6W9pnmjfUc7WaYs%2BuyArAeesQoLhMl%2FfrA9yPFbS7VuGtt8q3eyrp7NK3YkqjaP5YlApnB1IYQfGI29I%2FjuarKJFWlewKJhKLhn526o0d0YAgIHKG8pwxjNM1mA%3D&name=0BFKs5ERwUtM9dIaEaFmtLMACl0uw3HLE%2BZLOyJ86gMdhBMrXhTGjLaF9%2B%2BfPY9KPvX%2BJF5xvXACovlG9bQN45FJ6DkygiYnL%2Bm4YmkElaQ%3D
08-30 19:30_英超联赛_切尔西 vs 富勒姆_詹俊 张路 李子琪,https://migu.188766.xyz/play?migutoken=67fd842054f9d68dee87f1bcbe8ea489&id=G0Yf8AqycQ0E1w03BU6xF4GXIBcbHUQkn64IyjeXO9xtxufuCDqAAEuq4wlA4Mxnym9hfWL%2FXMG4nhJduPRgr%2FAlETI17zcXyy9YqmmjMBqrpVjL%2FHOFuHphdxZC%2Fv61ivehrSTw6yroKKDmDyKPH%2BDLfxdkZUJc1%2BUUNevMDSjS3%2FQSeHlqujk4px9GCJMVo0JZV%2FLEQq7001gpm2BLVrAHJStUiuJIoMsvP3k06Ak%3D&name=Ur7SZNwbKlJwAl32KWHIL5M5COEv5fqfxf%2BZffedZKOl8%2FZ%2FKrRqy6XFcXt2x86FglPoN%2FZs6ADDBdDjRcvuGCLX8q%2F1OEJ%2FnZgH2dfVzvDADYamCwxv9gSQD7%2B0HUDR
08-30 19:30_英超联赛_切尔西 vs 富勒姆_英文原声,https://migu.188766.xyz/play?migutoken=0f06b5796879e17f0aaea4019635ee6c&id=hrn2n8Wx2x040GyasN%2F6Dz%2BXxZgprL0BgWyJTXBtmG8Lrza8mx3nlHWwFTQAPDy3kw8eRDI4oyUV9XROHBoNTZjEfHbFfxum%2FdWV%2BAYGZJqqEU9p%2FhNdslMkXKwvfQf7mptXoAQ%2BdOMGSJWkPrjo8LEtnUu3sD4aPDL%2F8wHHsPZNzCmywAQMBQOkR9mT2Bbo1%2FjLa2QNFaNp%2F19%2BV%2F7teIcmkbIYxN0VMCXUykfwER8%3D&name=RihelNjSgRqHZpy1Hrq4K27Wyd8LnlhS%2BvrF9Hj3h6EXEt1OhS6qTqfM6OH906LoucUdCl75Y%2BOMyGZREz2j3P62oIzIxAjozfKHwQ6eiFc%3D
08-30 19:30_英超联赛_切尔西 vs 富勒姆_球星点亮,https://migu.188766.xyz/play?migutoken=ab64b786157d3dce9e909fb506e0d989&id=KvRky4CukM6FCnk%2B5KeAwCHHb%2F4lTG8ZBBd4QVGRW4CzdP65JEoCnjR2u1cXe%2BoaimW57V9IyJxbaynf%2FRf9s%2BU8KYeUivDrAo6iyfTWPxWECVkk6fCzdiJ1k7FbGNOIYQiI26fK5nzUqocYLFVHNawiUzxiJAh20czIrQPWWF1emws5FASFXuy7zw4s8olwH7h0uTobv5c7Z6NQwyUE9MVYxlIneG7HmMryM8kaEOM%3D&name=0X3s82yReTO%2FMJCiN3n7V3OvqSzeDFkyE2NA9kNuWpuXWPKTsG%2FUxQtzXyE5WjlwsJDTSD%2Br2xhTubcogeSn%2FT1WKUyKIJJmoo3L2DzSlxw%3D
08-30 19:30_肖国栋VS加里·威尔逊（决赛第二阶段）_肖国栋VS加里·威尔逊（决赛第二阶段）_现场原声,http://h.20191209.xyz:5888/migu/957367253.m3u8?migutoken=e6e1ee960174f6db9f2200b53bf421655965ee0017517c1e7131c0304df5332c9556d68417919c8155b4e68ec80b58543a339109f2151da1e496a060677a92e1ec00b0ac10985052f4e32a3e
08-30 19:30_温州VS舟山_温州VS舟山_2025赛季浙江省城市篮球联赛: 温州VS舟山,https://migu.188766.xyz/play?migutoken=0025176f72c0960ca18ba966329a1b4b&id=IZJ1xFO9wwzCAeblsEaPzdiFi6abgoZS8Rm3YBOnWpWY4G35DsbWjiIx020OBdPGwHrBEz4%2BQG6Xdeq5ctQs%2FsAmeC7Hbeym%2FU1Mk8F3ibMKMWz%2BWWtsZ4i17cDd1%2B%2Fe3Sx7wSrYCShL09o66QHL4TrvMliggkz29be6BN2SYgJ75c5arBouxv%2BFBdmV%2BrYA8NmpEx7cdX3h%2BLJ8YB%2BQM29IZgm2HPaEG7mAKGUTAek%3D&name=3FfbV62iG0CwtAv5rHMopQKUKNf2ia1eR0LWdpfTgThS7w9wFsmCmEWb8DEaPE7FxhvCEUX0NStDUIuZLncUUcrKkVyVExkqMnRARRBA9TXKmfaH7iAXo8qAiXg69wFyDzdy%2FKftbBQlT2b1DvDxGYDzWmPsyo1Q7J2olK0mDM8%3D
08-30 19:30_温州VS舟山_温州VS舟山_2025赛季浙江省城市篮球联赛: 温州VS舟山,http://h.20191209.xyz:5888/migu/957590230.m3u8?migutoken=763f55c289b0d5067d78436fbcb8bd653b41d21cdbca649435c090cfd841ed9069959a25d4db20d143ba94a5a2b68d2631d35744dad144c0e450db0fa9d2a4689fc462c10e9d79ac27db5af0
08-30 19:30_江苏城市足球联赛_盐城队vs无锡队_解说,https://migu.188766.xyz/play?migutoken=f4a727a88e915ceef9720411f0dd6255&id=ZgEsohvpDEuWFJy9Daq2o0ZOpMVVeI4wf54u0So%2B2kNZJY6QUj4nbqPXa4%2BQXKYIBoHJx%2BTb8K%2F0HD8N2n3fWyFpwkOYKKi6mNAeU7F3RzZMrwmvGjj2LlzWsmbzMX4XQCsoFivR%2F8ULwynFJBWz1%2BF20XUm%2BCUjFIFUkxsJRoM%2BKVCXPMcQD5xWH1KMAx13VVZ4MlZwbO06ZfzOQob7F6oRBAF5OOTPrOA1Zt493dQ%3D&name=N2gew83da47%2BKJ4k%2Fj2tZG2iKRsHG0mP2Uv2SCBac3G9MO6Nz0pjLS0NJ3hpqKlJiyo4BsCTpuif7Pa%2FFXO542BNSB9b5WZhlhsVkR7Xha7Agd5OtrtM7K8lv6gtVzZN
08-30 19:30_江苏城市足球联赛_宿迁队vs淮安队_解说,https://migu.188766.xyz/play?migutoken=4950de97bbcf2e5081fd918da914136a&id=uqNq5x5ttF%2FrLr8GDRmAIytcx0NCwT6FAifKxAtW8dX5n0OJyKtMWFmmLawcZ1JpOJuBC5%2FCJ4WNw8ZH3s5F1%2B4rea0iU4yeXfWFcBGKfvDQ1B9kQDJBHrfZ0y6rJB4qBIL4TEnNyJfpJaf9H8sSsnAW7ResQir47NAdeX%2BfV0InEEM0Zh7ublSEco9DKvaOKHnlnDfucRlU8K2raA7SpARmhYWGpoQpwQAofcQrwOQ%3D&name=Uu7t5o0%2BnHHYrzSfcqEBARNzqFFpy4Zj2%2Fjzb13du9Bt9u8ql97ZVmQQxXeZKmjvryhi5xloUJ1h%2Bt1rdut7cA2EkmACHC35oZUKgs1bvDewfuJjJKcmgLKlQniYg8qr
08-30 19:30_柯城VS台州_柯城VS台州_2025赛季浙江省城市篮球联赛: 柯城VS台州,https://migu.188766.xyz/play?migutoken=af28e1073184c9a2dd6eebd9a0dc2df5&id=174J8vz6Wli8FmBB6qx1aprBqve2m%2B7y49xteA1HPDrhOOz%2F2CODlEEYXQeLL86MgtOjIdyhMw0xfkBk%2B0Scd0B%2FsO9BsgOOGanGQM05GOf2qT9gGdb4aDF7d8OT0swW2s4UzjTtBbzAAZLQFV9mieYb4Xx1ZkvoQmY6p%2B%2BYzvK%2Fg%2BJ9ApNQKYjBhTK90RC8%2BkPQW4KvUuu7Lr5mNi0ZS%2FkA22horXSMtygdOCi1psM%3D&name=O7qmmqtJhOFaKSnmplE3jqeAqbawDSZ8W7a3qbwhY3Tnfd9OWzMznpOimBMQin2J%2FMm2ZsqM564qVG9anjQmAZs27zLKe5b4pH6hnqfxyQ814supiM9Wa8MTlhTgaFG%2FvYZuCzgXpLFjcbruK36Yns0AlavOZc7dMgiaLT13Hnk%3D
08-30 19:30_柯城VS台州_柯城VS台州_2025赛季浙江省城市篮球联赛: 柯城VS台州,http://h.20191209.xyz:5888/migu/957590334.m3u8?migutoken=308b29e6d7708d9ce24b749e961fe505272f30adbb81a056d38c6d5aba871a8a0d0b6779660ddd78fae862365d2efe84648e784031df06a52c90d34d5c1109621956de54e1e25bbaebf67ae6
08-30 19:30_中乙联赛_广西恒宸vs山东泰山B队_解说,https://migu.188766.xyz/play?migutoken=64023aabcc6b779f8401e5c2f206daf5&id=iFyEtpQTEgvirYZ5Tf4WVicsuEw3VDCSramyuYlUzwtY2ZqAuW1F6B0A5dDV8867Fguqj9sDuMGLOeRmXQOeYCXdXjXLQ3Vjsl9ZiSf4OloJv0PBm3KiK%2Bp1oXwhL6Qotl9SV6rT09IqhNHin5LjxCk%2FFi%2BEHAxaE3x1ijihdxi2cs4h3KekqPqgxbB25tGCLxIGpVEFaWQMIr8aZElcHjzyJ6hUrkj3YIqzEyID5jc%3D&name=pC09cmiuJ1UbTMHrxDBDcLJHrLRtGDKq0pukf55KDlo3waFayjyXoDsC%2F%2Bc2GIzHlXxFIZwUQMkKB6jPoE4dMAyVNy6Gpeearw2hvhaQ3VpntP%2FKHdRuBPdKsPGep8WY
08-30 19:30_NBL半决赛_石家庄翔蓝 VS 香港金牛_解说,https://migu.188766.xyz/play?migutoken=4c70542a80224604f5949d3c88f5b29d&id=sAEVk56eE5l4rYA%2FjYXR%2BSuqHsD0c9xdX85Cv3qZJWhycpvFVNlBwFYjrglndZRru4S1mv7PUT0KKK4Vm9zAtyAN2j4bTc7qXlqoytrPUTUVr0EEopLDvNRFz1ox%2B%2BWtAHBZUZe9jsFj3RMZixhikL2IeCbbCtqvqKQ%2FfmQh5HF1q5njNgoyhm7UktiyUhJ0%2BaaQyiU8juKFjX9YG0fyfp90jKEENLZPigxdc6ELHfg%3D&name=yYR50I8dw29v3%2FrWTepWx7Z6yYW18iAuMqe0MXetc2JqYEmzYp8VLpWb%2FS8YWTNDd6fypCN2U8J%2FOwCOHhMUp2WjApXK2aEVO%2FmrmdTuWomND%2FWICNrMZ6TExfZWa460
08-30 19:30_NBL半决赛_石家庄翔蓝 VS 香港金牛_清流播出,https://migu.188766.xyz/play?migutoken=7af3fba437c4dd0df542cdde033065e3&id=Q7kR6gzhdjCQ0sHiDxyf3wpPlbVM3WwDsMv94g9zPVXsW0vembJQUSUtW%2BZOCZsocDC3GgDh3RTZeK0wjpqp0XUDfGuGn%2Fqe2I%2B811%2B6WfhWkdtv3R%2FfX%2FsTwsGkOMB%2FRG%2FiTjdP753ockXcf9Rvl6Xq1xlUmfpwxsVbb%2BX778uX%2B2nJ7Y%2Fa%2FQfpy216EYXs9WROC2SSL5TnxELdGTL3TYYv7y1mnEhtjz4ncCQXMe0%3D&name=xw9YJnxFC%2FByEoLZDg9lZFJ%2BV4YV%2F87k%2Fj9CTGG7VF32SEX3i0RT54oPaxEBqVcoxhlhatdW5KbeekKydTGo4sl6%2FocRnGJX4jfvN3x4bJtNTQrTRcQW%2Bs%2BV0GAVgkDk
08-30 19:30_NBL全国男子篮球联赛_NBL全国男子篮球联赛 石家庄翔蓝vs香港金牛,https://migu.188766.xyz/play?migutoken=7c0a99bd0250a149e928ee043c707430&id=unTLut%2F215uVNXIpNIyzCxr%2BOP%2FdxL4fKHXaOhjwvTcrPzuVNaEvtJSD5ZGyGNIbxvAy956dxV30f8b9RqOuNgG4HmQ5kg1hEX%2B4J9oT8KlGUAjaCYr22DtBs8I%2Fa2EXNb7xKZ%2FVNf6Ramler6EGdU62gn1exRStNShGsNEPgzqseMhRat3Axw1OSvk4hmGPdYUgk87Ji3xC%2Bgzk2k7L8RRv29eU1qqydtxmgBHND%2F7ubbmFMM%2F8PtZtiU8%2F2%2Bq2l%2FdsqE%2Brg9zjm%2FqIqVchV%2BSbu%2FFfi2a2Ds6m%2FDrNjpCENOO4Jid%2BdY4anXqpE4TC&name=jsezAgxiKHnLzRkS%2B11bY8IRaoJAyvyYqeG1cbIy5ueIJW8ENTrYAsHdA%2FTCWjhQNmXgSTGH%2F3K4LLNxowoOKCQRYLB29RWBh8LvWyw8KNtF%2FDdO%2BeMRmPwKxQ40QPo8V653zpUm0N6n42w20eWCjKmjc%2BtfkJYhfkFFmfdEwbE%3D
